Tenure,NumOfProducts,HasCrCard,IsActiveMember,SatisfactionScore,GenderBinary,SurnameOrd,CardTypeOrd,CountryOrd,CreditScore,Age,Balance,EstimatedSalary,PointsEarned,TenurePoints,CardProducts,SatisfactionProducts,AgeProducts,BalanceCredit,ClusterKMeans,ClusterBGM
7,1,1,0,3,1,0.0,0.0,3,669,30,139872.81,188795.85,302,0.023178807947019868,0.0,3.0,30.0,209.07744394618834,0,2
8,1,1,0,5,0,0.0,0.0,1,613,34,117300.02,139410.08,572,0.013986013986013986,0.0,5.0,34.0,191.35402936378466,0,2
6,2,0,0,4,1,0.0,3.0,1,662,35,0.0,2423.9,730,0.00821917808219178,1.5,2.0,17.5,0.0,1,3
4,2,0,0,2,1,0.0,0.0,3,681,44,91115.76,24208.84,356,0.011235955056179775,0.0,1.0,22.0,133.79700440528634,1,1
5,1,1,0,4,0,0.0,3.0,2,613,34,144094.2,44510.26,902,0.005543237250554324,3.0,4.0,34.0,235.06394779771617,0,2
6,2,1,0,2,1,0.0,0.0,1,800,46,0.0,171928.04,471,0.012738853503184714,0.0,1.0,23.0,0.0,1,3
9,1,1,1,5,0,3.0,0.0,2,850,35,102050.47,3769.71,242,0.0371900826446281,0.0,5.0,35.0,120.05937647058823,0,2
2,1,0,1,1,0,0.0,2.0,2,637,40,133463.1,93165.34,374,0.0053475935828877,2.0,1.0,40.0,209.5182103610675,0,2
6,1,1,0,1,1,0.0,3.0,3,554,54,108755.0,40914.32,415,0.014457831325301205,3.0,1.0,54.0,196.3086642599278,0,2
8,1,1,0,2,1,0.0,0.0,2,673,34,42157.08,20598.59,611,0.01309328968903437,0.0,2.0,34.0,62.64053491827638,0,2
8,2,1,1,3,0,0.0,3.0,2,833,37,151226.18,136129.49,633,0.01263823064770932,1.5,1.5,18.5,181.54403361344538,0,1
0,2,0,1,1,0,0.0,1.0,1,793,63,0.0,27166.75,529,0.0,0.5,0.5,31.5,0.0,1,3
3,1,0,0,3,0,0.0,3.0,1,669,51,88827.53,85250.77,612,0.004901960784313725,3.0,3.0,51.0,132.77657698056802,0,2
2,1,1,1,3,0,0.0,3.0,2,723,42,99095.73,17512.53,505,0.0039603960396039604,3.0,3.0,42.0,137.06186721991702,0,2
6,2,1,1,3,0,0.0,2.0,2,616,18,0.0,27308.58,466,0.012875536480686695,1.0,1.5,9.0,0.0,1,3
3,1,1,1,5,0,0.0,1.0,1,703,20,165260.98,41626.78,751,0.0039946737683089215,1.0,5.0,20.0,235.07963015647226,0,2
6,1,1,0,5,1,0.0,0.0,2,691,60,101070.69,177355.8,253,0.023715415019762844,0.0,5.0,60.0,146.26727930535455,0,2
8,1,1,1,1,0,0.0,1.0,1,663,27,0.0,188007.99,299,0.026755852842809364,1.0,1.0,27.0,0.0,1,3
5,1,1,1,4,0,0.0,2.0,2,623,48,118469.38,158590.25,346,0.014450867052023121,2.0,4.0,48.0,190.15951845906903,0,2
1,1,0,0,1,0,0.0,2.0,1,629,34,121151.05,119357.93,938,0.0010660980810234541,2.0,1.0,34.0,192.6089825119237,0,2
2,2,0,1,5,0,0.0,2.0,3,686,35,109342.82,86043.27,663,0.0030165912518853697,1.0,2.5,17.5,159.39186588921285,0,1
4,2,1,1,4,1,0.0,1.0,2,742,29,0.0,180066.59,646,0.006191950464396285,0.5,2.0,14.5,0.0,1,3
2,2,1,1,1,0,0.0,0.0,2,652,30,176166.56,152210.81,643,0.003110419906687403,0.0,0.5,15.0,270.19411042944785,0,1
7,1,1,1,2,1,0.0,3.0,2,549,46,0.0,109057.56,940,0.007446808510638298,3.0,2.0,46.0,0.0,1,3
7,1,1,1,5,1,0.0,3.0,2,574,34,152992.91,134691.2,705,0.009929078014184398,3.0,5.0,34.0,266.53817073170734,0,2
3,2,0,1,3,1,0.0,0.0,2,620,29,0.0,153392.28,475,0.00631578947368421,0.0,1.5,14.5,0.0,1,3
2,1,1,0,1,0,0.0,3.0,2,569,66,0.0,130784.2,345,0.005797101449275362,3.0,1.0,66.0,0.0,1,3
7,1,0,1,5,0,0.0,0.0,2,533,36,85311.7,156731.91,628,0.011146496815286623,0.0,5.0,36.0,160.0594746716698,0,2
6,1,0,0,4,0,0.0,3.0,2,654,40,0.0,183872.88,720,0.008333333333333333,3.0,4.0,40.0,0.0,1,3
4,1,1,0,5,0,0.0,1.0,1,548,37,0.0,121763.68,926,0.004319654427645789,1.0,5.0,37.0,0.0,1,3
5,1,1,1,1,1,0.0,3.0,1,850,70,0.0,705.18,283,0.0176678445229682,3.0,1.0,70.0,0.0,1,3
9,2,0,0,4,1,0.0,2.0,1,694,39,0.0,99924.04,483,0.018633540372670808,1.0,2.0,19.5,0.0,1,3
7,1,1,1,1,0,0.0,2.0,1,715,31,0.0,149970.59,707,0.009900990099009901,2.0,1.0,31.0,0.0,1,3
2,2,0,1,4,1,0.0,1.0,1,555,24,0.0,197866.55,347,0.005763688760806916,0.5,2.0,12.0,0.0,1,3
0,1,0,0,4,1,0.0,1.0,3,661,47,109493.62,188324.01,761,0.0,1.0,4.0,47.0,165.64844175491677,0,2
4,1,1,0,2,0,0.0,1.0,2,632,42,126115.6,100998.5,572,0.006993006993006993,1.0,2.0,42.0,199.55,0,2
8,2,0,1,4,0,0.0,1.0,1,700,29,0.0,152097.02,255,0.03137254901960784,0.5,2.0,14.5,0.0,1,3
10,2,1,1,1,0,0.0,2.0,3,552,38,132271.12,46562.02,925,0.010810810810810811,1.0,0.5,19.0,239.62159420289854,0,1
6,1,1,1,1,0,0.0,3.0,2,659,29,123192.12,56971.41,783,0.007662835249042145,3.0,1.0,29.0,186.93796661608496,0,2
6,1,1,1,4,0,0.0,1.0,2,710,54,171137.62,167023.95,451,0.013303769401330377,1.0,4.0,54.0,241.0389014084507,0,2
5,2,1,0,2,0,0.0,2.0,2,584,31,0.0,31474.27,568,0.008802816901408451,1.0,1.0,15.5,0.0,1,3
4,3,1,0,3,0,0.0,1.0,1,529,63,96134.11,108732.96,693,0.005772005772005772,0.3333333333333333,1.0,21.0,181.72799621928166,1,0
3,2,0,0,5,1,0.0,1.0,2,693,38,0.0,78133.48,724,0.004143646408839779,0.5,2.5,19.0,0.0,1,3
6,2,1,1,2,0,0.0,3.0,2,725,38,0.0,158697.28,306,0.0196078431372549,1.5,1.0,19.0,0.0,1,3
3,3,1,1,3,1,0.0,3.0,3,564,44,111760.4,104722.47,785,0.003821656050955414,1.0,1.0,14.666666666666666,198.15673758865248,1,0
1,2,1,0,2,0,0.0,3.0,2,675,69,0.0,157097.09,526,0.0019011406844106464,1.5,1.0,34.5,0.0,1,3
9,1,1,0,4,1,0.0,1.0,2,659,56,123785.24,99504.03,928,0.009698275862068966,1.0,4.0,56.0,187.83799696509865,0,2
7,2,1,0,3,0,0.0,0.0,2,701,44,0.0,23425.78,482,0.014522821576763486,0.0,1.5,22.0,0.0,1,3
2,2,0,1,5,0,0.0,0.0,3,595,34,87967.42,156309.52,357,0.0056022408963585435,0.0,2.5,17.0,147.84440336134455,1,1
2,1,1,0,3,0,0.0,0.0,3,841,32,117070.21,113482.2,697,0.0028694404591104736,0.0,3.0,32.0,139.2035790725327,0,2
3,1,0,1,5,1,0.0,1.0,2,640,67,0.0,42964.63,461,0.006507592190889371,1.0,5.0,67.0,0.0,1,3
8,2,0,0,2,0,0.0,3.0,3,615,24,108528.07,179488.41,312,0.02564102564102564,1.5,1.0,12.0,176.46840650406506,0,1
1,1,1,0,3,0,0.0,3.0,2,703,37,149762.08,20629.4,371,0.0026954177897574125,3.0,3.0,37.0,213.03283072546228,0,2
5,1,0,1,1,1,0.0,2.0,2,724,41,109798.25,149593.61,829,0.006031363088057901,2.0,1.0,41.0,151.65504143646407,0,2
8,1,1,1,5,1,4.0,0.0,2,555,27,102000.17,116757.0,586,0.013651877133105802,0.0,5.0,27.0,183.78409009009007,0,2
7,1,1,1,4,0,0.0,3.0,2,516,33,115195.58,11205.5,943,0.007423117709437964,3.0,4.0,33.0,223.2472480620155,0,2
8,2,1,0,3,0,0.0,3.0,3,709,28,124695.72,145251.35,665,0.012030075187969926,1.5,1.5,14.0,175.87548660084627,0,1
8,1,1,0,2,0,0.0,1.0,2,546,28,0.0,159254.29,715,0.011188811188811189,1.0,2.0,28.0,0.0,1,3
9,1,0,1,2,0,0.0,0.0,1,837,31,104678.62,50972.6,263,0.034220532319391636,0.0,2.0,31.0,125.06406212664277,0,2
3,2,0,1,3,0,0.0,0.0,1,706,28,0.0,181543.67,241,0.012448132780082987,0.0,1.5,14.0,0.0,1,3
1,2,1,1,1,1,0.0,2.0,2,639,35,103015.12,139094.12,467,0.0021413276231263384,1.0,0.5,17.5,161.21302034428794,0,1
8,2,1,0,2,0,0.0,0.0,2,679,48,0.0,23344.94,609,0.013136288998357963,0.0,1.0,24.0,0.0,1,3
9,2,0,0,4,0,2.0,2.0,2,624,26,74681.9,31231.35,316,0.028481012658227847,1.0,2.0,13.0,119.68253205128204,1,1
6,2,1,1,2,0,0.0,3.0,1,563,57,0.0,39297.48,263,0.022813688212927757,1.5,1.0,28.5,0.0,1,3
7,2,1,1,3,0,0.0,1.0,1,616,31,76665.71,163809.08,468,0.014957264957264958,0.5,1.5,15.5,124.45732142857143,1,1
7,1,0,1,2,0,0.0,1.0,3,623,50,126608.37,645.61,676,0.010355029585798817,1.0,2.0,50.0,203.22370786516854,0,2
1,1,1,1,2,0,0.0,1.0,2,629,35,172170.36,159777.37,230,0.004347826086956522,1.0,2.0,35.0,273.7207631160572,0,2
9,1,0,1,3,0,0.0,0.0,1,631,46,160736.63,93503.02,576,0.015625,0.0,3.0,46.0,254.73316957210778,0,2
7,2,0,1,2,0,0.0,0.0,1,628,42,0.0,172967.87,283,0.024734982332155476,0.0,1.0,21.0,0.0,1,3
7,2,1,0,5,0,0.0,1.0,2,698,27,0.0,111471.55,766,0.009138381201044387,0.5,2.5,13.5,0.0,1,3
7,3,1,0,5,1,0.0,1.0,2,794,41,176845.41,166526.26,226,0.030973451327433628,0.3333333333333333,1.6666666666666667,13.666666666666666,222.72721662468516,0,0
7,2,1,1,5,0,0.0,3.0,2,640,28,0.0,131097.9,611,0.011456628477905073,1.5,2.5,14.0,0.0,1,3
5,2,1,1,4,1,0.0,1.0,1,686,36,0.0,152979.14,966,0.005175983436853002,0.5,2.0,18.0,0.0,1,3
0,1,1,0,2,1,0.0,2.0,2,530,48,0.0,85081.09,737,0.0,2.0,2.0,48.0,0.0,1,3
0,1,1,1,4,0,0.0,1.0,1,382,36,0.0,179540.73,659,0.0,1.0,4.0,36.0,0.0,1,3
6,1,1,0,4,0,0.0,2.0,2,850,49,128663.9,65769.3,974,0.006160164271047228,2.0,4.0,49.0,151.36929411764706,0,2
9,1,1,0,4,1,0.0,3.0,3,710,62,148214.36,48571.14,485,0.018556701030927835,3.0,4.0,62.0,208.75261971830983,0,2
4,2,1,1,3,0,0.0,0.0,3,566,54,118614.6,172601.62,572,0.006993006993006993,0.0,1.5,27.0,209.56643109540636,0,1
9,1,1,1,2,0,0.0,1.0,2,541,37,118636.92,73551.44,771,0.011673151750972763,1.0,2.0,37.0,219.29190388170056,0,2
2,2,1,0,4,0,0.0,0.0,2,644,37,186347.97,92809.73,499,0.004008016032064128,0.0,2.0,18.5,289.36020186335406,0,1
2,1,0,1,5,0,0.0,1.0,3,714,42,177640.09,47166.55,809,0.002472187886279357,1.0,5.0,42.0,248.7956442577031,0,2
2,2,1,0,4,0,0.0,2.0,3,616,39,121704.32,55556.3,346,0.005780346820809248,1.0,2.0,19.5,197.57194805194806,0,1
3,2,1,0,5,0,0.0,3.0,2,803,28,0.0,159654.0,570,0.005263157894736842,1.5,2.5,14.0,0.0,1,3
5,2,1,0,2,1,0.0,2.0,2,705,39,149379.66,96075.55,444,0.01126126126126126,1.0,1.0,19.5,211.8860425531915,0,1
7,1,1,1,2,0,0.0,2.0,3,665,63,104469.58,25165.36,941,0.007438894792773645,2.0,2.0,63.0,157.09711278195488,0,2
4,1,0,0,4,1,0.0,2.0,2,543,31,138317.94,61843.73,759,0.005270092226613966,2.0,4.0,31.0,254.72917127071824,0,2
9,2,0,0,5,1,0.0,0.0,2,576,52,170228.59,148477.57,364,0.024725274725274724,0.0,2.5,26.0,295.53574652777775,0,1
6,2,1,0,4,1,0.0,3.0,2,656,39,0.0,141069.88,638,0.009404388714733543,1.5,2.0,19.5,0.0,1,3
0,1,1,1,1,0,0.0,0.0,3,742,33,181656.51,107667.91,288,0.0,0.0,1.0,33.0,244.82009433962264,0,2
6,1,1,0,5,0,0.0,3.0,2,667,28,165798.1,147090.9,404,0.01485148514851485,3.0,5.0,28.0,248.5728635682159,0,2
5,2,1,0,5,0,0.0,1.0,2,584,47,0.0,89286.29,343,0.014577259475218658,0.5,2.5,23.5,0.0,1,3
5,2,0,1,5,0,0.0,2.0,2,565,38,0.0,80630.32,441,0.011337868480725623,1.0,2.5,19.0,0.0,1,3
4,2,1,1,2,0,10.0,3.0,2,751,42,0.0,81442.6,997,0.004012036108324975,1.5,1.0,21.0,0.0,1,3
8,2,1,1,2,0,0.0,1.0,3,637,35,147127.81,84760.7,792,0.010101010101010102,0.5,1.0,17.5,230.96987441130298,0,1
2,2,1,0,2,0,0.0,3.0,2,534,35,81951.74,115668.53,636,0.0031446540880503146,1.5,1.0,17.5,153.46767790262174,1,1
3,2,1,0,4,0,0.0,0.0,1,720,64,45752.78,79623.28,608,0.004934210526315789,0.0,2.0,32.0,63.54552777777778,1,1
0,1,1,1,3,1,0.0,0.0,3,745,44,119638.21,34265.08,660,0.0,0.0,3.0,44.0,160.58820134228188,0,2
9,1,1,1,5,0,0.0,0.0,2,711,36,137688.71,46884.1,458,0.019650655021834062,0.0,5.0,36.0,193.6550070323488,0,2
2,2,0,0,4,1,0.0,0.0,3,710,24,110407.44,15832.43,993,0.002014098690835851,0.0,2.0,12.0,155.50343661971831,0,1
8,2,0,0,4,0,0.0,1.0,2,661,26,0.0,196875.87,547,0.014625228519195612,0.5,2.0,13.0,0.0,1,3
10,2,0,1,4,1,0.0,0.0,2,813,62,64667.95,140454.14,691,0.01447178002894356,0.0,2.0,31.0,79.54237392373923,1,1
10,2,1,1,3,1,0.0,0.0,2,697,23,0.0,79734.23,968,0.010330578512396695,0.0,1.5,11.5,0.0,1,3
2,2,1,1,4,0,2.0,1.0,1,678,27,0.0,13221.25,1000,0.002,0.5,2.0,13.5,0.0,1,3
8,1,1,1,2,0,0.0,0.0,1,704,48,167997.6,173498.45,970,0.008247422680412371,0.0,2.0,48.0,238.63295454545457,0,2
10,1,0,0,3,1,0.0,1.0,3,533,22,115743.6,43852.05,706,0.014164305949008499,1.0,3.0,22.0,217.15497185741089,0,2
8,2,1,0,4,0,0.0,3.0,1,645,49,0.0,162012.6,503,0.015904572564612324,1.5,2.0,24.5,0.0,1,3
7,1,1,1,4,1,0.0,2.0,2,753,36,128518.98,44567.83,358,0.019553072625698324,2.0,4.0,36.0,170.6759362549801,0,2
1,1,1,1,1,1,0.0,3.0,2,511,46,0.0,115779.48,773,0.00129366106080207,3.0,1.0,46.0,0.0,1,3
9,1,1,0,5,0,3.0,3.0,1,433,34,152806.74,19687.99,398,0.022613065326633167,3.0,5.0,34.0,352.90240184757505,0,2
5,2,1,1,1,1,0.0,3.0,3,586,47,157099.47,65481.86,576,0.008680555555555556,1.5,0.5,23.5,268.0878327645051,0,1
3,1,1,0,4,0,0.0,1.0,3,446,25,136202.78,176743.51,610,0.004918032786885246,1.0,4.0,25.0,305.387399103139,0,2
4,2,1,1,5,1,0.0,0.0,2,652,40,79927.36,33524.6,640,0.00625,0.0,2.5,20.0,122.5879754601227,1,1
9,1,1,1,4,0,0.0,3.0,2,699,30,0.0,108162.13,239,0.03765690376569038,3.0,4.0,30.0,0.0,1,3
7,1,1,1,1,1,0.0,3.0,3,680,42,105722.69,90558.24,269,0.026022304832713755,3.0,1.0,42.0,155.47454411764707,0,2
5,2,1,0,4,1,0.0,2.0,3,665,45,155447.65,51871.95,511,0.009784735812133072,1.0,2.0,22.5,233.75586466165413,0,1
4,1,1,1,2,1,0.0,0.0,1,684,39,139723.9,120612.11,254,0.015748031496062992,0.0,2.0,39.0,204.27470760233916,0,2
5,1,0,0,1,1,0.0,1.0,1,610,46,116886.59,107973.44,452,0.011061946902654867,1.0,1.0,46.0,191.6173606557377,0,2
6,1,1,0,3,0,0.0,1.0,3,680,34,146422.22,67142.97,870,0.006896551724137931,1.0,3.0,34.0,215.32679411764707,0,2
9,1,0,0,1,0,0.0,2.0,2,765,34,91835.16,138280.17,843,0.010676156583629894,2.0,1.0,34.0,120.04596078431373,0,2
7,1,1,0,1,1,0.0,1.0,2,705,49,0.0,63405.2,248,0.028225806451612902,1.0,1.0,49.0,0.0,1,3
7,2,1,0,2,0,0.0,1.0,2,561,56,152759.0,133167.11,377,0.01856763925729443,0.5,1.0,28.0,272.29768270944743,0,1
4,1,1,0,3,0,0.0,2.0,2,702,34,100054.77,109496.45,907,0.004410143329658214,2.0,3.0,34.0,142.5281623931624,0,2
8,3,1,1,1,1,0.0,3.0,3,691,41,109153.96,148848.76,736,0.010869565217391304,1.0,0.3333333333333333,13.666666666666666,157.96520984081042,1,0
3,2,1,1,1,0,0.0,1.0,2,699,32,0.0,170770.44,221,0.013574660633484163,0.5,0.5,16.0,0.0,1,3
4,2,1,1,5,0,0.0,1.0,2,765,42,123311.39,82868.34,798,0.005012531328320802,0.5,2.5,21.0,161.1913594771242,0,1
4,1,0,1,3,0,0.0,3.0,3,696,43,114091.38,159888.1,492,0.008130081300813009,3.0,3.0,43.0,163.92439655172416,0,2
8,1,1,0,2,1,0.0,1.0,1,578,28,161592.76,177834.79,336,0.023809523809523808,1.0,2.0,28.0,279.5722491349481,0,2
2,2,0,1,3,1,0.0,0.0,2,695,36,0.0,167749.54,463,0.004319654427645789,0.0,1.5,18.0,0.0,1,3
2,2,1,0,1,1,0.0,0.0,3,567,40,105222.86,93795.86,975,0.0020512820512820513,0.0,0.5,20.0,185.57823633156966,0,1
2,1,1,1,5,0,0.0,0.0,2,739,58,101579.28,72168.53,277,0.007220216606498195,0.0,5.0,58.0,137.45504736129905,0,2
6,1,1,1,4,0,0.0,1.0,2,715,21,76467.16,173511.72,995,0.006030150753768844,1.0,4.0,21.0,106.94707692307693,0,2
6,2,1,0,5,1,0.0,0.0,3,632,38,86569.76,98090.91,435,0.013793103448275862,0.0,2.5,19.0,136.97746835443039,1,1
8,2,1,1,1,1,0.0,3.0,2,503,37,0.0,97893.32,564,0.014184397163120567,1.5,0.5,18.5,0.0,1,3
0,1,1,1,3,1,0.0,0.0,2,543,67,128843.67,134612.48,809,0.0,0.0,3.0,67.0,237.28116022099448,0,2
7,2,1,1,3,1,0.0,2.0,3,841,33,154969.79,99505.75,907,0.007717750826901874,1.0,1.5,16.5,184.26847800237812,0,1
10,2,0,1,5,1,0.0,3.0,1,727,41,0.0,47468.56,408,0.024509803921568627,1.5,2.5,20.5,0.0,1,3
3,3,1,0,1,1,0.0,0.0,2,755,29,0.0,4733.94,328,0.009146341463414634,0.0,0.3333333333333333,9.666666666666666,0.0,1,3
10,1,1,0,4,0,0.0,1.0,1,543,35,59408.63,76773.53,480,0.020833333333333332,1.0,4.0,35.0,109.40815837937384,0,2
5,1,0,1,5,1,0.0,2.0,2,695,42,0.0,72172.13,583,0.008576329331046312,2.0,5.0,42.0,0.0,1,3
9,1,1,0,5,0,0.0,2.0,2,528,31,120962.59,5419.31,511,0.01761252446183953,2.0,5.0,31.0,229.09581439393938,0,2
7,2,0,1,5,0,0.0,1.0,1,802,38,0.0,57764.65,476,0.014705882352941176,0.5,2.5,19.0,0.0,1,3
2,2,1,0,3,1,0.0,0.0,2,800,38,168190.33,68052.08,874,0.002288329519450801,0.0,1.5,19.0,210.2379125,0,1
4,1,0,1,4,0,0.0,0.0,2,773,52,0.0,144113.42,748,0.0053475935828877,0.0,4.0,52.0,0.0,1,3
6,1,0,0,1,0,0.0,0.0,2,725,26,98684.15,133720.57,796,0.007537688442211055,0.0,1.0,26.0,136.11606896551723,0,2
3,2,0,1,1,1,0.0,3.0,2,722,38,0.0,167984.72,242,0.012396694214876033,1.5,0.5,19.0,0.0,1,3
4,1,1,0,1,0,0.0,2.0,2,482,38,124976.19,35848.12,813,0.004920049200492005,2.0,1.0,38.0,259.2867012448133,0,2
8,2,1,1,5,0,0.0,0.0,2,664,55,0.0,139161.64,220,0.03636363636363636,0.0,2.5,27.5,0.0,1,3
5,1,1,0,5,1,0.0,2.0,3,783,41,106640.5,176945.96,498,0.010040160642570281,2.0,5.0,41.0,136.1947637292465,0,2
3,1,1,0,4,0,0.0,1.0,1,628,43,184926.61,122937.57,642,0.004672897196261682,1.0,4.0,43.0,294.46912420382165,0,2
8,1,1,1,1,1,0.0,3.0,2,535,40,0.0,27689.77,514,0.01556420233463035,3.0,1.0,40.0,0.0,1,3
3,1,1,1,1,1,0.0,2.0,2,506,40,0.0,144345.58,479,0.006263048016701462,2.0,1.0,40.0,0.0,1,3
6,1,1,0,5,0,0.0,1.0,3,721,40,100275.88,138564.48,889,0.006749156355455568,1.0,5.0,40.0,139.0788904299584,0,2
10,3,0,1,1,1,0.0,1.0,3,706,48,104478.12,158248.71,574,0.017421602787456445,0.3333333333333333,0.3333333333333333,16.0,147.98600566572236,1,0
9,2,1,0,5,0,0.0,0.0,2,664,40,0.0,194767.3,354,0.025423728813559324,0.0,2.5,20.0,0.0,1,3
8,1,1,1,3,0,0.0,1.0,1,542,37,0.0,807.06,842,0.009501187648456057,1.0,3.0,37.0,0.0,1,3
7,1,1,1,1,0,0.0,2.0,1,745,34,132944.53,31802.92,720,0.009722222222222222,2.0,1.0,34.0,178.449033557047,0,2
3,1,1,0,1,0,0.0,1.0,2,635,27,127009.83,161909.95,686,0.004373177842565598,1.0,1.0,27.0,200.01548031496063,0,2
8,1,1,1,5,1,0.0,2.0,2,570,33,0.0,124641.42,943,0.008483563096500531,2.0,5.0,33.0,0.0,1,3
3,1,1,0,1,0,0.0,3.0,2,668,42,150461.07,108139.23,335,0.008955223880597015,3.0,1.0,42.0,225.24112275449102,0,2
7,2,1,0,2,0,0.0,3.0,3,782,35,98556.89,117644.36,625,0.0112,1.5,1.0,17.5,126.03182864450127,0,1
2,1,1,0,5,1,0.0,1.0,2,634,24,87413.19,63340.65,505,0.0039603960396039604,1.0,5.0,24.0,137.87569400630915,0,2
2,2,1,0,4,1,0.0,3.0,2,507,35,0.0,97633.93,412,0.0048543689320388345,1.5,2.0,17.5,0.0,1,3
3,2,1,1,2,1,0.0,0.0,2,710,31,0.0,112289.06,681,0.004405286343612335,0.0,1.0,15.5,0.0,1,3
3,1,1,1,2,0,0.0,1.0,2,481,40,0.0,32319.93,415,0.007228915662650603,1.0,2.0,40.0,0.0,1,3
7,2,1,1,4,0,0.0,2.0,3,497,35,110053.62,92887.06,748,0.009358288770053475,1.0,2.0,17.5,221.4358551307847,0,1
5,2,1,0,3,0,0.0,1.0,2,717,42,0.0,172665.21,594,0.008417508417508417,0.5,1.5,21.0,0.0,1,3
3,1,1,1,3,1,0.0,2.0,2,506,32,0.0,80823.02,619,0.004846526655896607,2.0,3.0,32.0,0.0,1,3
6,2,1,1,4,1,0.0,3.0,1,608,35,0.0,143463.28,253,0.023715415019762844,1.5,2.0,17.5,0.0,1,3
3,2,1,0,1,1,0.0,3.0,2,679,44,118742.74,1568.91,233,0.012875536480686695,1.5,0.5,22.0,174.87885125184096,0,1
1,2,1,1,3,0,0.0,0.0,2,803,36,0.0,149370.93,986,0.0010141987829614604,0.0,1.5,18.0,0.0,1,3
4,1,1,1,3,1,0.0,0.0,2,622,38,98640.74,110457.99,304,0.013157894736842105,0.0,3.0,38.0,158.58639871382638,0,2
6,1,1,1,4,0,0.0,3.0,3,543,41,143350.41,192070.16,592,0.010135135135135136,3.0,4.0,41.0,263.9970718232044,0,2
7,4,0,1,2,1,0.0,1.0,2,697,49,195238.29,131083.56,503,0.013916500994035786,0.25,0.5,12.25,280.1123242467719,1,0
7,2,1,0,3,0,0.0,0.0,2,645,31,161171.7,12599.94,532,0.013157894736842105,0.0,1.5,15.5,249.87860465116282,0,1
0,1,0,0,2,1,0.0,1.0,3,722,37,125977.81,160162.42,983,0.0,1.0,2.0,37.0,174.48450138504154,0,2
8,2,0,1,4,0,0.0,3.0,1,506,32,0.0,182692.8,671,0.011922503725782414,1.5,2.0,16.0,0.0,1,3
2,2,0,1,1,0,0.0,1.0,2,662,34,117731.79,55120.79,792,0.0025252525252525255,0.5,0.5,17.0,177.84258308157098,0,1
5,1,0,1,1,1,0.0,0.0,3,579,50,117721.02,192146.63,546,0.009157509157509158,0.0,1.0,50.0,203.3178238341969,0,2
8,1,1,1,1,1,0.0,0.0,2,601,26,78892.23,23703.52,876,0.0091324200913242,0.0,1.0,26.0,131.26826955074876,0,2
1,2,0,0,3,0,0.0,1.0,2,850,29,0.0,152996.89,601,0.0016638935108153079,0.5,1.5,14.5,0.0,1,3
1,1,1,0,4,1,0.0,2.0,2,659,49,0.0,116249.72,219,0.0045662100456621,2.0,4.0,49.0,0.0,1,3
2,1,1,1,3,0,0.0,2.0,1,850,38,94652.04,171960.76,475,0.004210526315789474,2.0,3.0,38.0,111.35534117647057,0,2
1,2,1,0,4,0,0.0,1.0,3,694,37,95668.82,100335.55,468,0.002136752136752137,0.5,2.0,18.5,137.85132564841498,0,1
10,1,1,0,4,0,0.0,3.0,3,558,39,144757.02,22878.16,254,0.03937007874015748,3.0,4.0,39.0,259.4211827956989,0,2
2,1,1,1,4,1,0.0,3.0,1,637,45,157929.45,145134.49,546,0.003663003663003663,3.0,4.0,45.0,247.9269230769231,0,2
3,2,0,0,1,1,0.0,2.0,2,631,22,0.0,30781.77,982,0.003054989816700611,1.0,0.5,11.0,0.0,1,3
1,1,1,0,2,1,4.0,0.0,2,575,40,139532.34,181294.39,319,0.003134796238244514,0.0,2.0,40.0,242.6649391304348,0,2
7,1,1,0,1,1,0.0,0.0,1,750,39,119565.92,87067.73,918,0.007625272331154684,0.0,1.0,39.0,159.42122666666666,0,2
4,1,1,1,1,0,0.0,1.0,3,583,40,107041.3,5635.63,304,0.013157894736842105,1.0,1.0,40.0,183.60428816466552,0,2
8,1,1,1,5,0,0.0,0.0,1,693,47,107604.66,80149.27,446,0.017937219730941704,0.0,5.0,47.0,155.27367965367966,0,2
3,2,0,0,5,0,0.0,0.0,1,550,34,0.0,131281.28,806,0.0037220843672456576,0.0,2.5,17.0,0.0,1,3
5,2,0,0,3,0,0.0,1.0,2,634,37,115345.86,168781.8,261,0.019157088122605363,0.5,1.5,18.5,181.93353312302838,0,1
4,2,0,1,2,1,0.0,2.0,2,641,26,91547.84,28157.34,712,0.0056179775280898875,1.0,1.0,13.0,142.82034321372853,1,1
2,2,1,1,4,1,0.0,1.0,1,599,37,0.0,143739.29,516,0.003875968992248062,0.5,2.0,18.5,0.0,1,3
3,1,1,0,5,0,0.0,2.0,3,481,44,163714.52,96123.72,530,0.005660377358490566,2.0,5.0,44.0,340.36282744282744,0,2
1,2,0,1,2,0,0.0,0.0,1,733,36,0.0,108377.82,932,0.001072961373390558,0.0,1.0,18.0,0.0,1,3
10,2,1,0,1,1,0.0,0.0,3,564,32,139875.2,15378.23,737,0.013568521031207599,0.0,0.5,16.0,248.00567375886527,0,1
3,1,0,1,1,1,0.0,0.0,2,788,39,135139.33,113086.08,444,0.006756756756756757,0.0,1.0,39.0,171.4966116751269,0,2
10,2,1,1,1,0,0.0,2.0,2,812,24,0.0,156906.15,658,0.015197568389057751,1.0,0.5,12.0,0.0,1,3
6,1,1,0,2,0,0.0,0.0,3,805,56,151802.29,46791.09,682,0.008797653958944282,0.0,2.0,56.0,188.57427329192546,0,2
